company_name,sector,funding_total_usd,company_age,target,Giants,No Budget,Competition,Poor Market Fit,Acquisition Stagnation,Platform Dependency,Monetization Failure,Niche Limits,Execution Flaws,Trend Shifts,Toxicity/Trust Issues,Regulatory Pressure,Overhype,High Operational Costs
Desura,Digital Rights Management|Distribution|Games|Video Games,100000.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Detectent,Analytics,80221.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Develogen AG,0,22614560.6030549,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DEVICOR MEDICAL PRODUCTS GROUP,Health Care|Medical|Medical Devices,151500204.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DevZuz,Enterprise Software,9250000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dexcom,Hardware + Software|Health Care,26464019.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Accompany-ME Technology,Mobile|Optimization|Software,144500000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dhingana,Apps|Entertainment Industry|Music|Video Streaming,8250000.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
diaDexus,Biotechnology,68700000.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Diagnostic Hybrids,Biotechnology|Health Diagnostics,0.0,43,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Diagnovus,Health Diagnostics|Medical,2010000.0,15,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dialogic,Communications Infrastructure|Networking|Software,43019869.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Diatherix Laboratories,Biotechnology|Health Diagnostics,1620030.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DiBcom,Semiconductors,57358050.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dibspace,Finance|FinTech,0.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dicerna Pharmaceuticals,Biotechnology|Health Care,225450628.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dick's Sporting Goods,Retail|Sporting Goods,0.0,78,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digby,Android|App Marketing|iPhone|Mobile|Software,18533749.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digg,Design|News|Social Bookmarking|Social Media|Technology|Web Tools,49000000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DigiPath,Biotechnology,10399999.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digiquant,Business Services|Content,20000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digistrive,E-Commerce,4940357.0,15,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digital Ally,Hardware + Software,20806628.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digital Caddies,Advertising|Gps|Mobile|Music|Video|Wireless,4113526.0,23,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digital China Information Technology Services Company,Enterprise Software|Hardware + Software|Information Technology,73140000.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digital Fuel,Software,13000000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digital Media Broadcast,Broadcasting|Digital Media,3100000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digital Payment Technologies,Software,3000000.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digital Reef,Legal,20000000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digital River,Broadcasting|Cloud Data Services|E-Commerce|Payments|Retail,0.0,32,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digital Sports,Curated Web,3216277.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digital Theatre,Games,1203771.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DigitalGlobe,Photography|Telecommunications,0.0,34,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DigitalPersona,Biometrics|Hardware + Software|Network Security|Security,13000000.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Digitalsmiths,Software|Video|Web Development,38251364.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DiJiPOP,Advertising|E-Commerce|Retail|Sales and Marketing|Trading,2000000.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Diligent,Collaboration|iOS|iPad|Mobile|SaaS|Security|Software,8000000.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Diligent Technologies,Security,32500000.0,24,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dimdim,Curated Web,8400000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Diodes Incorporated,Semiconductors,18000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dipexium Pharmaceuticals,Biotechnology|Health Care,6927500.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Direct Hit,Search,26000000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DirectPointe,Consulting,7715715.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Directr,Entertainment|Film|Photography|Private Social Networking,1717000.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DIREVO Industrial Biotechnology,Biotechnology,43747800.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dirig Software,Software,10000000.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DIRTT Environmental Solutions,Clean Technology,46941951.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
disco volante,Apps|Broadcasting|iPhone|Location Based Services|Music|Social Media,289760.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Discovery Labs,Pharmaceuticals,4900000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dishcrawl,Consumer Internet|Events|Hospitality|Restaurants|Social Media,150000.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DiskSites,Networking,12200000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dispatch,Cloud Computing|File Sharing|Finance|FinTech|Messaging|Productivity Software|Web Hosting,983000.0,15,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dispop,Advertising|Crowdsourcing,725000.0,13,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Disruption Corporation,Big Data|Business Intelligence|Finance|Financial Services|FinTech|Investment Management|Venture Capital,2990725.0,13,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Distech Controls,Clean Technology,36893203.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Distil Interactive,Software,3048000.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Distill,Enterprise Software|Human Resources|Online Scheduling|Recruiting,1300000.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Distra,Software,3850000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ditto,Apps|Curated Web|iPhone|Location Based Services|Online Reservations,775000.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Divergence,Agriculture|Biotechnology,11800000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Divide,Software,25000000.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Divvyshot,Curated Web,10000.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DivX,Software|Video,35000000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DNA Dynamics,Games,341000.0,32,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DNA Games,Games,2000000.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Docebo,Corporate Training|EdTech|Education|Enterprise Software|Software|Training,6371788.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Doctor Driven Systems,0,0.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DoctorBase,Health Care|Marketing Automation|Mobile|SaaS,1000000.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
docTrackr,Analytics|Document Management|Enterprises|Finance|FinTech|PaaS|SaaS|Security,2000000.0,15,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Document Security Systems,Security,12862048.0,42,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DocuSphere,Software,2250000.0,33,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DocVerse,Curated Web,1300000.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dogster,Pets|Social Media|Social Network Media,1000000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DogTime Media,Curated Web,1000000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DokDok,Collaboration|Document Management|Email|File Sharing|Software,535726.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dónde,Apps|Enterprise Software|Location Based Services|Mobile,1165000.0,13,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Doodle,Advertising|Curated Web|Events|Internet|Meeting Software|Online Scheduling,0.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DoodleDeals Inc.,Curated Web|E-Commerce|Parenting,1270000.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Doostang,Career Management|Curated Web|Employment|Networking|Search|Social Network Media,5750000.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
dooyoo,Advertising|Digital Media|E-Commerce Platforms|Market Research,33284175.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dopplr,Private Social Networking|Travel,0.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dorn Technology Group,0,0.0,36,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dorsey Wright and Associates,Finance|FinTech,0.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dot Hill Systems,Software,8808039.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
dotCloud,Cloud Computing|PaaS|Software|Venture Capital,28679147.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
dotloop,Real Estate,7000000.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
dotSyntax,Messaging,500000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DoublePositive,Advertising|Displays|Internet|Internet Marketing|Lead Generation|Sales and Marketing,7200000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DoveBid,Auctions|Finance|Governments,13000000.0,89,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
doxIQ,Analytics|Enterprise Software|Marketing Automation|Sales and Marketing,240000.0,12,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Doyenz,Cloud Computing|Enterprise Software|Homeland Security|Network Security,11800159.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
dPoint Technologies,Clean Technology,2600000.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Draftstreet,Fantasy Sports|Sports,3052000.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dragonplay,Android|Games|Social Games,14000000.0,15,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DragonWave,Web Hosting,34674740.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DramaFever,Freemium|Games|Television|Video|Video on Demand|Video Streaming,11491490.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Draths Corporation,Clean Technology,7500000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DRC Computer,Hardware + Software,500000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dream Link Entertainment,0,0.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DreamWorks Animation,Entertainment|Games,15000000.0,32,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Drexel Metals,Enterprise Software,0.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Drimmi,Games,4000000.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DriveFactor,Analytics,5049999.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
drop.io,EdTech|Education|Email|File Sharing|Finance|FinTech|Flash Storage|Mobile,8750000.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dropcam,Hardware|Security|Software|Video,47800000.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Droplet Technology,Entertainment|Mobile|Software|Technology|Telecommunications|Video,3500000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Drugstore.com,E-Commerce,63000000.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DSET Corporation,Service Providers|Software|Technology|Telecommunications,0.0,41,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DualSpark,Big Data|Cloud Computing|Cloud Infrastructure|Consulting|Information Security|Training,200000.0,12,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dubizzle,Advertising|E-Commerce|Internet Marketing|Real Estate,0.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Duck Creek Technologies,Software,7000000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ducksboard,Analytics|Developer APIs|Software|Web Development|Web Tools,747936.0,15,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DuneNetworks,Semiconductors,12000000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DuPont,Agriculture|Automotive|Business Services|Investment Management,9000000.0,224,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Durata Therapeutics,Biotechnology|Health Care|Pharmaceuticals,70000000.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Durect Corp.,Biotechnology,20000000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DVS Sciences,Manufacturing,14600000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dwellable,Life Sciences|Travel,2000000.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DWL,Customer Service|Data Integration,31000000.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dyadic International,Biotechnology,2000000.0,47,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
DynamicOps,Cloud Management|Enterprise Software,16300000.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dynamics Research,Consulting,4200000.0,71,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
easy2comply (Dynasec),Software,1000000.0,24,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dynasil,Manufacturing,3000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dynatrace,Application Performance Monitoring|Apps|Software,21900000.0,33,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Dynatronics Corporation,Medical,4000000.0,47,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
E-Box - Blogo.it,Curated Web,3474608.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
E-House,Real Estate,0.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Eğitim Online,Publishing,0.0,13,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
e-Security,Software,18000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
E-TEK Dynamics,Networking|Telecommunications,0.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
E5 Systems Inc,Information Technology|Services|Systems,10000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EachNet,E-Commerce,0.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Eagle Pharmaceuticals,Health Care,12348194.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Eagle Test Systems,Health Care,95000000.0,50,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Earbits,Internet Radio Market|Music,630000.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
MyEnergy,Clean Energy|Curated Web|Energy Efficiency|Incentives,4000000.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EarthLink,Curated Web|Software,23598258.0,32,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
earthmine,Augmented Reality|Enterprise Software|Intellectual Asset Management|Maps|Smart Grid,0.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Easel,Curated Web|Web Design|Web Development,0.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EasyLink,Web Design|Web Development|Web Hosting,5400000.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EatingWell,Hospitality,0.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EATON,Automotive|Electrical Distribution|Hardware + Software,2400000.0,115,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EatOye Pvt. Ltd.,Delivery|Hospitality|Marketplaces,360000.0,13,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eatshoplove,Fashion,3500000.0,12,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eBay,All Markets|Auctions|Business Services|E-Commerce|Internet|Search,6700000.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ebix,Software,25000000.0,50,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ebyline,Freelancers|News,6500000.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Echelon,Communications Hardware|Web Hosting,16000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Echo Global Logistics,Consulting|Transportation,17400000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Echo Therapeutics,Biotechnology,42914126.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Echodio,Music|Venture Capital|Video Streaming,0.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EchoFirst,Clean Technology,13700000.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Echograph,Photography|Software|Video,250000.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Echopass Corporation,Web Hosting,39985886.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eSign Services,Curated Web|Legal,8500000.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eCircle,Email Marketing|Software,87168000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ECNLive,0,0.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ecoATM,Clean Technology,71400000.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ecomom,E-Commerce|Green|Organic,10700000.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eCourier.co.uk,Algorithms|Curated Web|Postal and Courier Services,15071350.0,23,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eCredit,Credit|Risk Management,32000000.0,33,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eDealya,Advertising,950000.0,15,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
edelight,E-Commerce|Shopping|Social Buying|Social Commerce,0.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Eden Rock Communications,Mobile,700000.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Edge Therapeutics,Biotechnology,101472500.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EdgeCast Networks,Content|Content Delivery|Web Hosting,74000000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EdgeSpring,Analytics|Big Data|Business Intelligence,12700000.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Educational Services Institute,0,0.0,42,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eduFire,Education|Teachers,1700000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Edusoft,EdTech|Education,1000000.0,36,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eEye,Security,24000000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Efficient Frontier,Advertising,6000000.0,24,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EG Technology,Services|Technology|Video,24150000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Egalet,Biotechnology|Health Care,27600000.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eGistics,Enterprises|Enterprise Software,8864292.0,32,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Eglue Business Technologies,Software,27000000.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eHi Car Rental,E-Commerce,420000000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Eiger BioPharmaceuticals,Biotechnology,23040630.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
E Ink,Hardware + Software,68800000.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eInstruction by Turning Technologies,Hardware + Software,49600000.0,46,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Eka Systems,Clean Technology,52500000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ekinops,Hardware + Software,49463731.0,23,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EKOS Corporation,Health Care,49000000.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
EKR Therapeutics,Biotechnology,13000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Elastic Intelligence,Enterprise Software,3400000.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Elastica,Cloud Security|SaaS|Software|Technology,36300000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Elastix Corporation,Hardware + Software,425130.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Eleme Medical,Biotechnology,6500000.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Elemental Technologies,Enterprises|Enterprise Software|Video,45650000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Elevation Pharmaceuticals,Biotechnology,89400001.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Eleven Biotherapeutics,Biotechnology|Health Care,75000000.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Elite Daily,Media|News|Peer-to-Peer|Social Media,1500000.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Elite Pharmaceuticals,Biotechnology,2005038.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Elitecore Technologies,Software,10300000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Elmbridge Court,Real Estate,0.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
eLong.com,Transportation|Travel,15000000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Eloqua,B2B|Enterprise Software|Marketing Automation|Sales and Marketing,35800000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Elpida Memory,Manufacturing,100000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Elumen Solutions,0,0.0,40,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Embark,Public Transportation,1000000.0,15,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ember,Mobile|Real Time|Video,121000000.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Embly,Curated Web,0.0,15,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Embrane,Software,32000000.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
